#Thorlabs FTS
[SpectrumHeader]
#Date;20230131
#Time;22460372
#GMTTime;6460372
#Instrument;35
#InstrModel;OSA203C
#Series;0
#InterferometerSerial;SN00722
#Type;emission
#ChannelIndex;0
#XAxisUnit;cm^-1
#YAxisUnit;mW
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#ResolutionMode;0
#SensitivityMode;0
#Apodization;Hann
#ZeroFill;0.000000
#NumGainLevels;1
#GainLevel0;464.099097
#GainPos0;0
#IgramOffset;3.2653210938e+04
#DetectorOffset;0
#InterferogramSmooth;0
#ISmoothParam1;0
#ISmoothParam2;0
#ISmoothParam3;0
#ISmoothParam4;0
#PhaseCorrection;none
#SamplesPerRef;32
#MinOPD;-1.020626
#MaxOPD;1.020626
#NumCCoeff;14
#CCoeff_C0;0.005264
#CCoeffWnr0;3703.703613
#CCoeff_C1;0.001841
#CCoeffWnr1;3846.153809
#CCoeff_C2;0.001053
#CCoeffWnr2;4000.000000
#CCoeff_C3;0.000895
#CCoeffWnr3;4128.819336
#CCoeff_C4;0.000920
#CCoeffWnr4;4413.062500
#CCoeff_C5;0.000761
#CCoeffWnr5;5000.000000
#CCoeff_C6;0.000858
#CCoeffWnr6;5497.525879
#CCoeff_C7;0.001146
#CCoeffWnr7;5955.926270
#CCoeff_C8;0.001327
#CCoeffWnr8;6451.612793
#CCoeff_C9;0.001820
#CCoeffWnr9;6906.077148
#CCoeff_C10;0.002562
#CCoeffWnr10;7462.686523
#CCoeff_C11;0.003345
#CCoeffWnr11;8410.428711
#CCoeff_C12;0.004881
#CCoeffWnr12;9433.961914
#CCoeff_C13;0.006198
#CCoeffWnr13;10905.125000
#SamplingDistance;1.9780993750e-06
#ApodPowerComp;1.0000000000e+00
#AirMeasureOpt;7
#AirTemp;30.60
#AirPressure;992.34
#AirRelHum;12.78
#WnrMin;3846.175537
#WnrMax;10000.141602
#Length;12566
#Resolution;4.8976913095e-01
#ADC;16
#InstrStatus;0
#RefLaserLocked;1
#ChannelIndex;0
#AttenuationFilter;65535
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.200000
#FirmwareVersion;SW 101 0355_2.8.0  
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;GOT_OSA200_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
3.846175537e+03;8.730730627e-08
3.846665283e+03;1.857924303e-08
3.847155029e+03;4.951435173e-08
3.847644775e+03;6.080388459e-08
3.848134521e+03;4.424106947e-08
3.848624268e+03;5.279683890e-08
3.849114014e+03;7.021014170e-08
3.849604004e+03;1.506955272e-08
3.850093750e+03;2.887010631e-08
3.850583496e+03;4.469126935e-08
3.851073242e+03;1.008070356e-07
3.851562988e+03;7.341606079e-08
3.852052734e+03;5.083251153e-08
3.852542480e+03;1.491453645e-07
3.853032227e+03;8.998372891e-08
3.853521973e+03;5.322878849e-08
3.854011719e+03;1.121952309e-07
3.854501709e+03;5.928928104e-08
3.854991455e+03;9.360235254e-08
3.855481201e+03;2.318802359e-07
3.855970947e+03;2.060765070e-07
3.856460693e+03;1.330720067e-07
3.856950439e+03;1.299109869e-07
3.857440186e+03;1.764652353e-07
3.857929932e+03;1.224605626e-07
3.858419678e+03;1.062790105e-07
3.858909424e+03;9.623622788e-08
3.859399414e+03;1.235358411e-07
3.859889160e+03;1.188072147e-07
3.860378906e+03;1.318599629e-07
3.860868652e+03;1.556282427e-07
3.861358398e+03;1.602053601e-07
3.861848145e+03;2.306161484e-08
3.862337891e+03;5.070702613e-08
3.862827637e+03;2.578437730e-08
3.863317383e+03;5.659725844e-08
3.863807129e+03;1.077798686e-07
3.864297119e+03;9.700978154e-08
3.864786865e+03;2.328885707e-08
3.865276611e+03;5.541750880e-08
3.865766357e+03;4.696130773e-08
3.866256104e+03;1.134706977e-07
3.866745850e+03;1.090120705e-07
3.867235596e+03;8.953274033e-08
3.867725342e+03;1.267408720e-07
3.868215088e+03;1.190398038e-07
3.868704834e+03;1.173441433e-07
3.869194824e+03;1.352943286e-07
3.869684570e+03;1.763546180e-07
3.870174316e+03;1.366430809e-07
3.870664062e+03;2.936692844e-08
3.871153809e+03;6.834621047e-08
3.871643555e+03;4.936539710e-08
3.872133301e+03;4.454679825e-08
3.872623047e+03;8.640497384e-08
3.873112793e+03;9.446360849e-08
3.873602539e+03;1.248065047e-07
3.874092529e+03;3.054115894e-08
3.874582275e+03;9.401421153e-08
3.875072021e+03;1.079302692e-07
3.875561768e+03;1.065850128e-07
3.876051514e+03;1.288193943e-07
3.876541260e+03;8.609623592e-08
3.877031006e+03;5.588590213e-08
3.877520752e+03;1.252796409e-07
3.878010498e+03;9.012433111e-08
3.878500244e+03;5.662545632e-08
3.878990234e+03;7.636042199e-08
3.879479980e+03;6.688117082e-08
